"","Zone.Code","All_People","England","Scotland","Wales","Northern_Ireland","Rep_Ireland","Other_EU","Elsewhere"
"19768","60QR001312",109,3,105,0,0,0,0,1
"19769","60QR001313",106,5,95,0,0,0,4,2
"19770","60QR001314",142,8,133,0,0,0,0,1
"19771","60QR001315",158,8,148,0,1,0,0,1
"19772","60QR001316",92,2,88,0,0,0,1,1
"19773","60QR001317",120,6,112,0,0,0,1,1
"19774","60QR001318",157,10,144,2,1,0,0,0
"19775","60QR001319",97,1,95,0,0,0,0,1
"19776","60QR001320",103,13,89,0,0,0,1,0
"19777","60QR001321",134,12,119,0,0,1,0,2
"19778","60QR001322",80,12,66,0,0,0,2,0
"19779","60QR001323",144,9,130,0,1,0,3,1
"19780","60QR001324",128,4,120,0,0,0,0,4
"19781","60QR001325",129,5,123,0,0,1,0,0
"19782","60QR001326",160,6,149,1,3,0,0,1
"19783","60QR001327",152,6,145,0,1,0,0,0
"19784","60QR001328",91,5,84,0,1,1,0,0
"19785","60QR001329",136,7,125,1,0,0,1,2
"19786","60QR001330",153,6,144,0,1,0,1,1
"19787","60QR001331",91,6,82,0,0,1,1,1
"19788","60QR001332",75,4,71,0,0,0,0,0
"19789","60QR001333",126,5,117,1,1,1,0,1
"19790","60QR001334",124,3,119,0,0,0,0,2
"19791","60QR001335",128,5,121,0,1,0,0,1
"19792","60QR001336",102,8,92,1,0,0,0,1
"19793","60QR001337",142,8,132,0,1,0,1,0
"19794","60QR001338",77,3,69,0,0,0,5,0
"19795","60QR001339",185,12,171,1,0,0,1,0
"19796","60QR001340",125,3,122,0,0,0,0,0
"19797","60QR001341",161,4,153,1,0,0,2,1
"19798","60QR001342",181,9,171,0,0,0,0,1
"19799","60QR001343",92,3,88,0,0,0,0,1
"19800","60QR001344",79,5,73,0,0,0,1,0
"19801","60QR001345",149,3,145,0,0,0,0,1
"19802","60QR001346",89,5,81,0,0,2,1,0
"19803","60QR001347",107,2,105,0,0,0,0,0
"19804","60QR001348",120,2,117,0,0,0,0,1
"19805","60QR001349",97,1,93,0,2,1,0,0
"19806","60QR001350",102,2,96,1,0,0,1,2
"19807","60QR001351",106,5,100,0,0,1,0,0
"19808","60QR001352",148,1,142,0,1,0,1,3
"19809","60QR001353",104,5,95,0,0,1,1,2
"19810","60QR001354",83,0,79,0,1,0,2,1
"19811","60QR001355",113,9,99,0,0,0,1,4
"19812","60QR001356",110,6,103,0,1,0,0,0
"19813","60QR001357",148,6,138,0,0,0,0,4
"19814","60QR001358",111,2,100,0,2,0,3,4
"19815","60QR001359",97,3,91,0,1,0,2,0
"19816","60QR001360",115,2,110,0,0,0,0,3
"19817","60QR001361",142,1,140,0,0,1,0,0
"19818","60QR001362",88,3,85,0,0,0,0,0
"19819","60QR001363",94,4,86,0,0,0,1,3
"19820","60QR001364",113,3,110,0,0,0,0,0
"19821","60QR001365",99,3,94,0,0,0,2,0
"19822","60QR001366",105,0,102,0,1,1,1,0
"19823","60QR001367",127,7,119,0,0,0,1,0
"19824","60QR001368",188,9,176,0,0,0,2,1
"19825","60QR001369",113,0,109,1,0,0,1,2
"19826","60QR001370",126,2,121,2,0,1,0,0
"19827","60QR001371",120,2,116,0,0,0,0,2
"19828","60QR001372",113,4,109,0,0,0,0,0
"19829","60QR001373",160,5,155,0,0,0,0,0
"19830","60QR001374",94,3,87,0,2,0,2,0
"19831","60QR001375",164,2,160,0,0,0,1,1
"19832","60QR001376",120,4,113,1,0,0,1,1
"19833","60QR001377",111,5,104,0,0,0,0,2
"19834","60QR001378",178,2,174,0,0,1,0,1
"19835","60QR001379",195,9,182,0,0,0,0,4
"19836","60QR001380",138,7,129,0,1,0,0,1
"19837","60QR001381",136,5,131,0,0,0,0,0
"19838","60QR001382",149,8,133,1,0,0,3,4
"19839","60QR001383",56,0,55,0,0,0,0,1
"19840","60QR001384",75,2,69,0,0,0,1,3
"19841","60QR001385",172,5,165,1,0,0,1,0
"19842","60QR001386",172,4,163,0,1,0,1,3
"19843","60QR001387",180,3,172,1,0,0,0,4
"19844","60QR001388",146,11,134,0,0,1,0,0
"19845","60QR001389",97,3,89,0,0,1,0,4
"19846","60QR001390",139,7,132,0,0,0,0,0
"19847","60QR001391",142,4,136,1,0,0,0,1
"19848","60QR001392",93,1,89,1,0,0,1,1
"19849","60QR001393",115,0,112,0,0,1,1,1
"19850","60QR001394",99,0,96,0,0,1,0,2
"19851","60QR001395",167,4,160,1,0,1,0,1
"19852","60QR001396",81,3,78,0,0,0,0,0
"19853","60QR001397",159,4,151,0,1,0,0,3
"19854","60QR001398",135,6,128,0,0,0,1,0
"19855","60QR001399",99,7,87,1,1,0,1,2
"19856","60QR001400",153,14,133,0,0,0,1,5
"19857","60QR001401",99,3,93,0,0,0,2,1
"19858","60QR001402",87,0,87,0,0,0,0,0
"19859","60QR001403",124,10,109,0,1,0,0,4
"19860","60QR001404",78,1,76,0,0,1,0,0
"19861","60QR001405",92,6,80,1,1,2,1,1
"19862","60QR001406",152,5,144,0,0,0,2,1
"19863","60QR001407",93,5,82,2,2,0,0,2
"19864","60QR001408",82,2,76,0,0,1,0,3
"19865","60QR001409",92,5,84,0,0,0,0,3
"19866","60QR001410",169,15,149,0,0,0,2,3
"19867","60QR001411",140,7,127,0,0,0,0,6
"19868","60QR001412",124,1,121,0,0,0,1,1
"19869","60QR001413",145,7,137,0,0,1,0,0
"19870","60QR001414",102,3,98,0,0,0,1,0
"19871","60QR001415",115,1,113,0,0,0,0,1
"19872","60QR001416",104,4,99,1,0,0,0,0
"19873","60QR001417",114,3,110,0,0,0,0,1
"19874","60QR001418",83,8,75,0,0,0,0,0
"19875","60QR001419",99,5,91,1,0,2,0,0
"19876","60QR001420",86,2,82,0,0,0,1,1
"19877","60QR001421",87,6,77,1,1,0,1,1
"19878","60QR001422",75,4,71,0,0,0,0,0
"19879","60QR001423",144,5,134,0,1,1,2,1
"19880","60QR001424",106,3,99,0,0,0,0,4
"19881","60QR001425",127,3,119,0,1,0,3,1
"19882","60QR001426",72,3,67,0,1,0,0,1
"19883","60QR001427",76,6,67,0,0,0,1,2
"19884","60QR001428",114,9,101,2,0,0,1,1
"19885","60QR001429",77,2,75,0,0,0,0,0
"19886","60QR001430",107,0,107,0,0,0,0,0
"19887","60QR001431",74,3,65,0,0,0,2,4
"19888","60QR001432",84,4,79,0,0,0,0,1
"19889","60QR001433",105,5,97,0,0,0,0,3
"19890","60QR001434",182,6,172,0,1,0,0,3
"19891","60QR001435",103,3,100,0,0,0,0,0
"19892","60QR001436",74,7,63,0,0,1,0,3
"19893","60QR001437",147,3,141,0,1,0,1,1
"19894","60QR001438",120,7,109,0,1,0,1,2
"19895","60QR001439",114,5,105,0,1,1,1,1
"19896","60QR001440",161,11,149,0,0,0,1,0
"19897","60QR001441",113,6,106,0,0,0,0,1
"19898","60QR001442",92,1,88,0,1,1,0,1
"19899","60QR001443",181,9,169,0,0,0,2,1
"19900","60QR001444",143,5,134,1,0,1,2,0
"19901","60QR001445",131,6,120,0,0,0,3,2
"19902","60QR001446",148,3,144,0,0,0,0,1
"19903","60QR001447",91,4,85,0,0,0,0,2
"19904","60QR001448",185,6,173,0,0,0,2,4
"19905","60QR001449",103,6,94,0,0,0,2,1
"19906","60QR001450",183,6,176,0,0,0,1,0
"19907","60QR001451",138,3,134,1,0,0,0,0
"19908","60QR001452",85,4,78,0,1,0,1,1
"19909","60QR001453",117,6,109,0,0,0,0,2
"19910","60QR001454",103,3,97,0,0,0,3,0
"19911","60QR001455",96,6,90,0,0,0,0,0
"19912","60QR001456",61,0,60,0,0,0,1,0
"19913","60QR001457",125,3,119,0,0,0,1,2
"19914","60QR001458",68,4,63,1,0,0,0,0
"19915","60QR001459",95,4,91,0,0,0,0,0
"19916","60QR001460",115,4,109,2,0,0,0,0
"19917","60QR001461",100,3,94,0,0,1,1,1
"19918","60QR001462",98,5,89,0,0,0,2,2
"19919","60QR001463",86,1,81,0,0,0,1,3
"19920","60QR001464",108,8,96,0,0,1,0,3
"19921","60QR001465",110,4,105,0,0,0,0,1
"19922","60QR001466",107,7,100,0,0,0,0,0
"19923","60QR001467",70,0,69,0,0,0,0,1
"19924","60QR001468",84,3,76,0,0,0,3,2
"19925","60QR001469",94,8,86,0,0,0,0,0
"19926","60QR001470",108,7,99,0,0,1,1,0
"19927","60QR001471",122,13,107,0,0,0,0,2
"19928","60QR001472",82,6,76,0,0,0,0,0
"19929","60QR001473",74,7,63,0,0,0,2,2
"19930","60QR001474",85,7,76,0,0,1,0,1
"19931","60QR001475",63,4,56,0,0,0,2,1
"19932","60QR001476",95,3,89,0,1,0,1,1
"19933","60QR001477",142,9,131,0,1,0,0,1
"19934","60QR001478",125,9,111,0,1,0,0,4
"19935","60QR001479",158,26,114,1,2,0,3,12
"19936","60QR001480",140,6,130,0,0,1,1,2
"19937","60QR001481",146,10,131,1,0,1,1,2
"19938","60QR001482",53,3,47,0,1,0,0,2
"19939","60QR001483",101,4,94,0,0,1,0,2
"19940","60QR001484",70,4,65,0,0,0,1,0
"19941","60QR001485",129,8,120,0,0,0,0,1
"19942","60QR001486",80,1,77,0,2,0,0,0
"19943","60QR001487",104,4,97,0,0,0,3,0
"19944","60QR001488",115,7,105,0,0,0,2,1
"19945","60QR001489",125,1,121,0,0,0,2,1
"19946","60QR001490",172,11,159,0,0,0,0,2
"19947","60QR001491",100,7,92,0,0,0,0,1
"19948","60QR001492",105,7,93,1,0,0,0,4
"19949","60QR001493",96,3,91,0,1,0,0,1
"19950","60QR001494",99,3,94,0,1,0,0,1
"19951","60QR001495",130,2,126,0,0,0,1,1
"19952","60QR001496",135,5,129,0,0,0,0,1
"19953","60QR001497",159,6,153,0,0,0,0,0
"19954","60QR001498",88,2,80,2,1,1,1,1
"19955","60QR001499",187,9,176,0,0,1,0,1
"19956","60QR001500",162,9,144,0,0,0,0,9
"19957","60QR001501",174,8,163,0,0,0,2,1
"19958","60QR001502",95,6,87,1,0,1,0,0
"19959","60QR001503",106,4,99,0,0,0,0,3
"19960","60QR001504",111,14,96,0,1,0,0,0
"19961","60QR001505",157,12,140,1,0,0,2,2
"19962","60QR001506",127,6,116,0,0,0,3,2
"19963","60QR001507",169,13,146,1,2,1,2,4
"19964","60QR001508",174,16,154,1,2,0,0,1
"19965","60QR001509",170,13,146,0,0,0,3,8
"19966","60QR001510",138,6,126,1,1,0,2,2
"19967","60QR001511",69,9,53,0,1,1,2,3
"19968","60QR001512",173,21,150,0,1,0,1,0
"19969","60QR001513",140,11,121,0,2,2,0,4
"19970","60QR001514",128,8,115,0,1,2,1,1
"19971","60QR001515",116,9,100,1,0,0,1,5
"19972","60QR001516",155,13,142,0,0,0,0,0
"19973","60QR001517",81,4,75,1,0,0,1,0
"19974","60QR001518",139,16,117,0,5,0,0,1
"19975","60QR001519",105,7,92,1,1,0,1,3
"19976","60QR001520",127,6,116,0,0,0,1,4
"19977","60QR001521",101,4,96,0,0,0,0,1
"19978","60QR001522",94,6,81,0,1,0,0,6
"19979","60QR001523",140,9,129,0,2,0,0,0
"19980","60QR001524",113,7,95,0,3,1,0,7
"19981","60QR001525",120,6,113,0,1,0,0,0
"19982","60QR001526",111,5,100,1,2,1,1,1
"19983","60QR001527",126,9,113,0,1,0,0,3
"19984","60QR001528",121,12,106,0,0,0,0,3
"19985","60QR001529",113,7,104,0,1,0,1,0
"19986","60QR001530",156,6,147,0,1,0,1,1
"19987","60QR001531",113,6,101,0,1,0,1,4
"19988","60QR001532",129,14,109,1,0,0,2,3
"19989","60QR001533",173,11,155,0,1,0,2,4
"19990","60QR001534",161,16,140,0,0,0,0,5
"19991","60QR001535",135,15,118,0,0,1,1,0
"19992","60QR001536",105,6,98,0,0,0,1,0
"19993","60QR001537",166,16,145,0,0,0,1,4
"19994","60QR001538",161,12,141,0,0,0,4,4
"19995","60QR001539",140,11,127,1,0,0,0,1
"19996","60QR001540",118,16,99,1,0,0,2,0
"19997","60QR001541",88,5,83,0,0,0,0,0
"19998","60QR001542",117,11,96,2,0,1,1,6
"19999","60QR001543",127,14,110,1,0,0,0,2
"20000","60QR001544",143,20,116,0,0,1,1,5
"20001","60QR001545",85,7,76,0,0,0,0,2
"20002","60QR001546",176,18,154,0,0,1,3,0
"20003","60QR001547",95,4,86,0,2,0,0,3
"20004","60QR001548",143,11,127,2,0,0,1,2
"20005","60QR001549",88,11,77,0,0,0,0,0
"20006","60QR001550",98,2,86,3,1,0,2,4
"20007","60QR001551",141,9,128,0,0,0,2,2
"20008","60QR001552",122,10,106,0,0,0,2,4
"20009","60QR001553",113,15,96,0,0,1,0,1
"20010","60QR001554",105,7,96,1,0,0,0,1
"20011","60QR001555",186,26,148,1,5,0,2,4
"20012","60QR001556",95,12,81,1,0,0,1,0
"20013","60QR001557",109,5,95,0,0,1,6,2
"20014","60QR001558",111,16,92,1,0,1,0,1
"20015","60QR001559",79,11,66,0,0,0,1,1
"20016","60QR001560",123,12,107,0,0,0,0,4
"20017","60QR001561",100,6,91,0,0,0,0,3
"20018","60QR001562",147,13,132,0,0,0,0,2
"20019","60QR001563",115,8,102,0,1,0,2,2
"20020","60QR001564",99,7,90,0,1,0,0,1
"20021","60QR001565",82,9,71,0,1,0,0,1
"20022","60QR001566",119,7,108,0,1,0,1,2
"20023","60QR001567",87,6,79,0,0,0,0,2
"20024","60QR001568",101,6,90,0,1,0,0,4
"20025","60QR001569",109,10,95,0,1,0,0,3
"20026","60QR001570",143,11,127,0,0,0,2,3
"20027","60QR001571",121,11,108,0,0,0,1,1
"20028","60QR001572",133,19,109,2,1,0,2,0
"20029","60QR001573",157,12,140,1,1,0,0,3
"20030","60QR001574",127,5,118,0,1,0,0,3
"20031","60QR001575",83,6,71,1,0,0,2,3
"20032","60QR001576",113,8,104,0,0,1,0,0
"20033","60QR001577",98,8,87,0,1,0,1,1
"20034","60QR001578",137,12,124,0,1,0,0,0
"20035","60QR001579",91,5,82,1,0,2,1,0
"20036","60QR001580",96,9,86,0,0,0,0,1
"20037","60QR001581",179,7,165,0,0,1,0,6
"20038","60QR001582",155,10,139,0,2,1,0,3
"20039","60QR001583",110,4,106,0,0,0,0,0
"20040","60QR001584",133,11,120,1,1,0,0,0
"20041","60QR001585",126,7,112,0,0,0,1,6
"20042","60QR001586",110,2,107,0,0,0,0,1
"20043","60QR001587",153,12,132,0,3,1,5,0
"20044","60QR001588",110,5,102,0,0,0,0,3
"20045","60QR001589",145,17,122,1,3,0,2,0
"20046","60QR001590",133,5,122,0,1,1,3,1
"20047","60QR001591",109,10,93,0,1,1,2,2
"20048","60QR001592",129,1,122,0,1,0,2,3
"20049","60QR001593",95,6,86,1,0,0,1,1
"20050","60QR001594",121,5,113,0,2,0,0,1
"20051","60QR001595",87,9,76,0,0,0,0,2
"20052","60QR001596",163,10,146,2,1,1,2,1
"20053","60QR001597",79,10,67,0,0,1,0,1
"20054","60QR001598",112,13,90,2,2,1,1,3
"20055","60QR001599",112,14,94,0,0,0,0,4
"20056","60QR001600",94,9,75,2,0,0,0,8
"20057","60QR001601",171,19,140,0,0,1,6,5
"20058","60QR001602",109,15,91,0,1,0,1,1
"20059","60QR001603",123,11,110,1,0,0,0,1
"20060","60QR001604",101,10,87,0,0,0,0,4
"20061","60QR001605",121,13,105,0,0,0,3,0
"20062","60QR001606",88,9,77,0,0,0,1,1
"20063","60QR001607",170,20,142,0,0,0,3,5
"20064","60QR001608",171,21,144,2,0,0,0,4
"20065","60QR001609",114,15,95,1,0,0,0,3
"20066","60QR001610",191,12,176,0,1,0,2,0
"20067","60QR001611",201,20,171,4,0,2,1,3
"20068","60QR001612",83,6,74,0,1,0,0,2
"20069","60QR001613",180,20,153,3,1,0,1,2
"20070","60QR001614",115,11,100,1,1,1,0,1
"20071","60QR001615",263,16,238,1,0,0,2,6
"20072","60QR001616",126,13,106,0,0,2,1,4
"20073","60QR001617",117,7,107,0,1,1,0,1
"20074","60QR001618",98,3,93,0,0,0,1,1
"20075","60QR001619",136,9,118,3,1,0,0,5
"20076","60QR001620",149,13,127,1,1,3,1,3
"20077","60QR001621",177,15,156,0,0,0,0,6
"20078","60QR001622",123,11,106,0,2,0,3,1
"20079","60QR001623",136,8,127,1,0,0,0,0
"20080","60QR001624",50,7,40,0,1,1,0,1
"20081","60QR001625",119,16,98,0,0,0,0,5
"20082","60QR001626",68,2,64,0,0,0,2,0
"20083","60QR001627",137,7,130,0,0,0,0,0
"20084","60QR001628",94,9,84,0,0,0,1,0
"20085","60QR001629",114,7,103,0,0,0,0,4
"20086","60QR001630",102,2,96,1,1,0,2,0
"20087","60QR001631",127,4,120,0,0,0,2,1
"20088","60QR001632",157,16,135,5,0,0,0,1
"20089","60QR001633",99,7,88,0,0,0,4,0
"20090","60QR001634",120,12,104,1,0,0,1,2
"20091","60QR001635",110,10,98,1,0,0,1,0
"20092","60QR001636",116,13,100,1,0,0,0,2
"20093","60QR001637",132,8,121,0,0,0,2,1
"20094","60QR001638",54,4,50,0,0,0,0,0
"20095","60QR001639",137,11,122,0,0,0,1,3
"20096","60QR001640",129,10,117,0,0,0,1,1
"20097","60QR001641",120,7,109,3,0,1,0,0
"20098","60QR001642",159,10,143,2,1,0,2,1
"20099","60QR001643",114,4,108,0,0,0,0,2
"20100","60QR001644",108,9,93,2,1,0,1,2
"20101","60QR001645",141,16,122,0,1,0,1,1
"20102","60QR001646",97,5,86,1,1,0,1,3
"20103","60QR001647",167,11,154,0,0,0,1,1
"20104","60QR001648",153,12,134,0,1,0,2,4
"20105","60QR001649",110,6,100,0,2,1,0,1
"20106","60QR001650",136,12,124,0,0,0,0,0
"20107","60QR001651",113,13,98,0,0,1,0,1
"20108","60QR001652",107,3,102,0,1,0,0,1
"20109","60QR001653",97,5,89,0,0,0,0,3
"20110","60QR001654",140,9,125,2,2,0,1,1
"20111","60QR001655",94,12,73,1,0,0,1,7
"20112","60QR001656",144,8,135,0,0,0,0,1
"20113","60QR001657",156,12,142,0,0,1,0,1
"20114","60QR001658",163,11,146,1,0,2,1,2
"20115","60QR001659",138,10,117,0,0,2,1,8
"20116","60QR001660",155,9,135,0,0,3,2,6
"20117","60QR001661",126,10,113,0,0,0,0,3
"20118","60QR001662",132,2,127,1,0,1,0,1
"20119","60QR001663",166,13,151,0,0,1,0,1
"20120","60QR001664",106,4,97,1,2,0,0,2
"20121","60QR001665",100,11,86,0,0,2,1,0
"20122","60QR001666",97,9,83,0,0,1,1,3
"20123","60QR001667",115,10,101,0,0,0,1,3
"20124","60QR001668",100,7,90,0,0,1,1,1
"20125","60QR001669",85,6,74,0,0,0,1,4
"20126","60QR001670",86,9,74,0,0,1,2,0
"20127","60QR001671",123,10,111,0,0,0,0,2
"20128","60QR001672",99,13,81,0,0,0,4,1
"20129","60QR001673",97,9,85,0,0,0,0,3
"20130","60QR001674",101,8,90,1,0,1,1,0
"20131","60QR001675",80,11,68,0,0,0,0,1
"20132","60QR001676",96,5,88,0,0,0,0,3
"20133","60QR001677",91,9,78,0,0,2,0,2
"20134","60QR001678",85,4,78,0,0,0,1,2
"20135","60QR001679",96,4,89,0,1,0,0,2
"20136","60QR001680",109,3,105,0,0,0,1,0
"20137","60QR001681",113,4,104,0,0,3,1,1
"20138","60QR001682",123,11,107,2,0,0,1,2
"20139","60QR001683",121,6,109,1,0,0,1,4
"20140","60QR001684",130,6,116,0,1,1,1,5
"20141","60QR001685",124,6,113,0,1,1,2,1
"20142","60QR001686",129,4,121,0,2,0,0,2
"20143","60QR001687",127,5,118,0,1,0,3,0
"20144","60QR001688",229,19,199,1,1,0,2,7
"20145","60QR001689",137,10,121,1,1,2,2,0
"20146","60QR001690",179,15,158,0,2,0,2,2
"20147","60QR001691",80,3,74,0,1,0,2,0
"20148","60QR001692",68,4,62,0,0,0,0,2
"20149","60QR001693",110,5,99,0,0,2,3,1
"20150","60QR001694",126,3,114,1,0,2,2,4
"20151","60QR001695",95,5,83,2,1,1,0,3
"20152","60QR001696",150,10,137,0,0,1,0,2
"20153","60QR001697",182,8,164,1,3,3,0,3
"20154","60QR001698",115,5,107,0,0,0,0,3
"20155","60QR001699",108,11,92,0,0,0,1,4
"20156","60QR001700",153,6,144,0,0,2,0,1
"20157","60QR001701",104,2,96,0,1,0,0,5
"20158","60QR001702",106,6,97,0,0,0,1,2
"20159","60QR001703",108,8,97,0,1,0,1,1
"20160","60QR001704",108,7,100,0,0,0,0,1
"20161","60QR001705",76,3,70,0,0,0,2,1
"20162","60QR001706",96,7,84,1,1,0,0,3
"20163","60QR001707",135,18,114,0,0,0,1,2
"20164","60QR001708",182,12,169,0,0,0,1,0
"20165","60QR001709",136,10,123,0,3,0,0,0
"20166","60QR001710",152,16,127,0,0,0,6,3
"20167","60QR001711",116,10,103,0,0,1,0,2
"20168","60QR001712",154,16,136,0,1,0,0,1
"20169","60QR001713",179,14,160,1,1,0,2,1
"20170","60QR001714",143,7,134,0,0,0,1,1
"20171","60QR001715",186,17,162,1,1,0,2,3
"20172","60QR001716",148,15,122,0,0,1,6,4
"20173","60QR001717",93,5,81,0,4,0,2,1
"20174","60QR001718",156,14,139,1,0,0,1,1
"20175","60QR001719",134,8,121,0,0,0,4,1
"20176","60QR001720",106,5,99,0,1,0,0,1
"20177","60QR001721",114,4,102,0,2,0,1,5
"20178","60QR001722",195,15,173,0,0,0,2,5
"20179","60QR001723",167,12,147,2,1,1,2,2
"20180","60QR001724",198,18,176,0,0,0,3,1
"20181","60QR001725",163,15,146,0,0,0,0,2
"20182","60QR001726",139,6,131,0,0,0,1,1
"20183","60QR001727",127,8,110,1,1,1,2,4
"20184","60QR001728",137,13,122,0,0,1,0,1
"20185","60QR001729",88,4,84,0,0,0,0,0
"20186","60QR001730",137,14,121,0,0,0,0,2
"20187","60QR001731",126,15,103,0,4,0,3,1
"20188","60QR001732",62,9,51,0,0,0,1,1
"20189","60QR001733",106,13,92,1,0,0,0,0
"20190","60QR001734",131,12,118,0,0,0,1,0
"20191","60QR001735",96,10,81,1,1,0,1,2
"20192","60QR001736",90,8,79,0,0,0,1,2
"20193","60QR001737",104,5,92,1,0,4,0,2
"20194","60QR001738",126,7,111,1,1,0,2,4
"20195","60QR001739",118,9,108,0,0,0,1,0
"20196","60QR001740",148,13,126,1,0,0,5,3
"20197","60QR001741",164,13,147,0,0,0,0,4
"20198","60QR001742",108,8,93,0,0,1,0,6
"20199","60QR001743",150,13,127,0,4,0,3,3
"20200","60QR001744",123,14,104,2,1,0,1,1
"20201","60QR001745",99,8,89,0,0,0,0,2
"20202","60QR001746",146,12,133,0,0,0,1,0
"20203","60QR001747",106,3,102,0,0,0,0,1
"20204","60QR001748",121,2,118,0,1,0,0,0
"20205","60QR001749",173,15,148,1,4,0,2,3
"20206","60QR001750",83,11,71,0,0,0,0,1
"20207","60QR001751",120,5,113,0,0,0,1,1
"20208","60QR001752",114,4,106,0,1,0,1,2
"20209","60QR001753",139,3,131,0,0,0,2,3
"20210","60QR001754",95,5,89,0,1,0,0,0
"20211","60QR001755",104,3,98,0,0,0,1,2
"20212","60QR001756",83,7,72,0,0,1,1,2
"20213","60QR001757",152,10,138,0,2,0,0,2
"20214","60QR001758",137,6,127,1,0,0,3,0
"20215","60QR001759",146,10,134,0,1,0,0,1
"20216","60QR001760",100,15,76,1,0,0,2,6
"20217","60QR001761",86,2,83,0,1,0,0,0
"20218","60QR001762",112,12,93,0,1,2,2,2
"20219","60QR001763",132,6,123,0,1,0,0,2
"20220","60QR001764",101,8,88,3,0,0,0,2
"20221","60QR001765",92,3,88,0,0,1,0,0
"20222","60QR001766",108,4,104,0,0,0,0,0
"20223","60QR001767",125,10,112,0,2,0,1,0
"20224","60QR001768",114,8,101,1,2,0,1,1
"20225","60QR001769",79,0,77,0,0,0,2,0
"20226","60QR001770",73,3,69,0,0,0,0,1
"20227","60QR001771",82,1,81,0,0,0,0,0
"20228","60QR001772",89,5,83,0,1,0,0,0
"20229","60QR001773",69,2,66,1,0,0,0,0
"20230","60QR001774",122,13,106,0,1,1,0,1
"20231","60QR001775",165,10,151,0,1,0,0,3
"20232","60QR001776",125,6,119,0,0,0,0,0
"20233","60QR001777",119,10,106,1,0,0,2,0
"20234","60QR001778",151,10,136,0,0,1,2,2
"20235","60QR001779",138,8,126,0,0,0,1,3
"20236","60QR001780",94,13,76,0,0,0,3,2
"20237","60QR001781",101,7,88,0,1,0,1,4
"20238","60QR001782",86,11,72,0,0,1,0,2
"20239","60QR001783",65,15,48,0,0,0,0,2
"20240","60QR001784",66,9,52,0,0,0,0,5
"20241","60QR001785",90,17,66,0,0,3,0,4
"20242","60QR001786",101,13,85,1,0,0,2,0
"20243","60QR001787",104,6,95,0,0,0,1,2
"20244","60QR001788",90,8,82,0,0,0,0,0
"20245","60QR001789",129,7,116,1,0,0,1,4
"20246","60QR001790",185,14,166,0,1,0,0,4
"20247","60QR001791",156,6,146,0,3,0,1,0
"20248","60QR001792",106,3,99,1,0,1,1,1
"20249","60QR001793",138,5,132,0,0,0,0,1
"20250","60QR001794",96,4,90,0,0,0,1,1
"20251","60QR001795",100,3,94,0,0,1,0,2
"20252","60QR001796",89,3,85,0,0,0,1,0
"20253","60QR001797",133,5,124,0,1,0,2,1
"20254","60QR001798",125,1,122,0,0,0,1,1
"20255","60QR001799",87,6,79,0,0,0,1,1
"20256","60QR001800",183,6,175,1,0,0,1,0
"20257","60QR001801",74,2,72,0,0,0,0,0
"20258","60QR001802",67,2,62,0,0,0,2,1
"20259","60QR001803",105,9,91,1,0,0,0,4
"20260","60QR001804",56,6,46,0,0,0,1,3
"20261","60QR001805",86,4,80,0,1,0,0,1
"20262","60QR001806",79,5,73,0,0,1,0,0
"20263","60QR001807",90,5,84,0,0,1,0,0
"20264","60QR001808",141,8,129,0,1,2,0,1
"20265","60QR001809",77,8,68,1,0,0,0,0
"20266","60QR001810",181,5,174,1,0,0,1,0
"20267","60QR001811",220,10,207,0,0,0,1,2
"20268","60QR001812",169,6,161,0,0,1,1,0
"20269","60QR001813",72,2,66,1,0,0,1,2
"20270","60QR001814",168,8,152,4,0,0,0,4
"20271","60QR001815",125,4,115,1,2,0,0,3
"20272","60QR001816",136,6,129,0,0,0,0,1
"20273","60QR001817",155,10,139,0,0,0,2,4
"20274","60QR001818",114,9,100,0,0,0,2,3
"20275","60QR001819",137,3,130,0,2,0,2,0
"20276","60QR001820",76,1,73,1,1,0,0,0
"20277","60QR001821",134,2,131,0,0,0,1,0
"20278","60QR001822",97,3,94,0,0,0,0,0
"20279","60QR001823",174,14,155,0,1,0,2,2
"20280","60QR001824",79,1,76,2,0,0,0,0
"20281","60QR001825",129,6,117,0,0,0,2,4
"20282","60QR001826",94,9,80,0,0,0,1,4
"20283","60QR001827",110,3,102,0,1,3,0,1
"20284","60QR001828",132,5,124,0,0,0,0,3
"20285","60QR001829",109,23,79,1,0,0,4,2
"20286","60QR001830",93,11,77,0,3,0,2,0
"20287","60QR001831",67,6,54,4,0,1,1,1
"20288","60QR001832",53,19,32,0,0,0,0,2
"20289","60QR001833",130,24,100,2,0,0,2,2
"20290","60QR001834",105,11,90,0,1,0,1,2
"20291","60QR001835",102,12,88,0,0,0,0,2
"20292","60QR001836",58,1,54,0,1,1,0,1
"20293","60QR001837",122,18,99,1,0,1,0,3
"20294","60QR001838",122,7,109,0,0,0,2,4
"20295","60QR001839",90,9,77,0,2,0,1,1
"20296","60QR001840",81,7,72,0,1,0,0,1
"20297","60QR001841",83,11,71,0,0,0,0,1
"20298","60QR001842",78,5,67,0,0,2,0,4
"20299","60QR001843",93,5,86,0,1,0,0,1
"20300","60QR001844",57,12,42,0,2,0,0,1
"20301","60QR001845",96,9,85,0,1,0,0,1
"20302","60QR001846",108,7,99,0,0,0,0,2
"20303","60QR001847",91,6,85,0,0,0,0,0
